,abstract,link,reference,title,year
16,"2 RESULTS 2.1 ISP Lens Data set. We look at the MAWI data set, which contains full packet captures from a transpacific Internet link between Japan and the United States. Each trace represents a 15 minute snapshot per day. The data explicitly annotates DDoS events and …",https://par.nsf.gov/servlets/purl/10076483,"N Hinze, , , … - … '18 Proceedings of the …, 2018 - par.nsf.gov",On the Potential of BGP flowspec for DDoS Mitigation at Two Sources: ISP and IXP,2018
17,,,"M Hofmann, C Schmidt, H Wiltfang - Institut f ur Telematik, Universit at Karlsruhe …, 1994",,1994
18,US6453349B1 - Apparatus and method for resource reservation in a network system -Google Patents. Apparatus and method for resource reservation in a network system.Download PDF Info. Publication number US6453349B1 … ,https://patents.google.com/patent/US6453349B1/en,"S Kano, A Chugo - US Patent 6,453,349, 2002 - Google Patents",Apparatus and method for resource reservation in a network system,2002
19,,,"L Berger, , D Fedyk, J Meuric,  - 2009",,2009
20,"… receiver (egress). The original model of communication, defined in [RFC2205] andmaintained in [RFC3209], used the SENDER_TSPEC and ADSPEC objects in Pathmessages and the  object in Resv messages. The … ",http://www.rfc-editor.org/info/rfc6387,", L Berger, , D Fedyk, J Meuric - 2011 - rfc-editor.org",GMPLS asymmetric bandwidth bidirectional label switched paths (LSPs),2011
21,"… A specification used in this way is called a . The example has the formgetBids; announceWinner and the  would be attached to announceWinner.Policy should be enforced by type-checking as usual, but a … ",https://dl.acm.org/citation.cfm?id=1255340,", , S Rosenberg - Proceedings of the 2007 …, 2007 - dl.acm.org",Towards a logical account of declassification,2007
22,"… The options accepted by this primitive are as follows: •  is used to submit a new flowspecification to renegotiate QoSl; • QoSPolicy is used to submit a new QoS policy; • Maint, Monitorand Signalare used to select QoS maintenance options: in Maint mode the transport … ",https://link.springer.com/chapter/10.1007/978-0-387-34986-2_14,",  - International Workshop on Protocols for High …, 1996 - Springer",Implementation and evaluation of the QoS-A transport system,1996
23,"… A flow specification, , comprising the Rspec and a traffic specification, Tspec … Ifthe reservation request is accepted, reservation state is set up in accor- dance with theeffective  and Filterspec as described in the next subsection … ",https://www.scss.tcd.ie/hitesh.tewari/papers/white97rsvp.pdf,"PP White - IEEE Communications magazine, 1997 - scss.tcd.ie",RSVP and integrated services in the Internet: A tutorial,1997
24,"… Style, which specifies the reservation style; . , which defines the desired QoSthrough the Tspec and/or Rspec parameters (see paragraph 2. 1 and 2.2); … <flowdescriptorlist> ::=<Style> <filterspec, > [,<filterspec, > … ",https://www.spiedigitallibrary.org/conference-proceedings-of-spie/3529/0000/Traffic-accounting-mechanism-for-Integrated-Internet-Services/10.1117/12.333715.short,"M Canosa, M De Marco… - Internet Routing and …, 1998 - spiedigitallibrary.org",Traffic accounting mechanism for Integrated Internet Services,1998
25,"… The options accepted by this primitive are as follows: •  is used to submit a new flowspecification to renegotiate QoS‡; • QoSPolicy is used to submit a new QoS policy; • Maint, Monitorand Signal are used to select QoS maintenance options: in Maint mode the … ",https://iopscience.iop.org/article/10.1088/0967-1846/4/1/006/meta,",  - Distributed Systems Engineering, 1997 - iopscience.iop.org","A QoS adaptive multimedia transport system: design, implementation and experiences",1997
26,"… In reservation protocols, the natural way of distributing information to all the routers and targetsis to include it into theflow specification () … 3.1 The ENe F10wSpec Before we enter thediscussion, we briefly introduce the  used by our ST-I1 imple- mentation … ",https://link.springer.com/chapter/10.1007/978-3-642-79561-9_9,", RG Herrtwich, L Delgrossi - Kommunikation in Verteilten …, 1995 - Springer",Filtering Multimedia Data in Reservation-Based Internetworks,1995
27,"… We explain how the ST-2  is mapped into an ATM hopspec during connectionestablishment … streams onto one ATM virtual circuit. Since ATM is one hop in our ST-2 inter- net,we have been able to map the ST-2  into the hopspec provided by the ATM network … ",https://link.springer.com/chapter/10.1007/3-540-58404-8_17,", S Pink - International Workshop on Network and Operating …, 1993 - Springer",ATM as a Link in an ST-2 Internet,1993
28,"… The second way is to use the Winsock 2 QoS . The  is in accordancewith the flow specification developed by Partridge [ 161. App 1 icat io n Winsock 2 APII Figure 4: Protocol independent Winsock 2 QoS ( """") … ",https://ieeexplore.ieee.org/abstract/document/688193/,"R Eberhardt, C Rueß - 1998 1st IEEE International Conference …, 1998 - ieeexplore.ieee.org",Communication application programming interfaces with quality of service support,1998
29,… <flow descriptor list> ::= <FF flow descriptor list> |. <SE flow descriptor list>; <FF flow descriptorlist> ::= <>. <FILTER_SPEC>. <LABEL>. [ <RECORD_ROUTE> ] |. <FF flow descriptorlist>> <FF flow descriptor>; <FF flow descriptor> ::= <>. <FILTER_SPEC> … ,https://patents.google.com/patent/US8270300B2/en,"C Addeo, I Busi - US Patent 8,270,300, 2012 - Google Patents",Extension to RSVP protocol for supporting OAM configuration,2012
30,… 3.3 RSVP  Object Receivers may respond to PATH messages by generating anRSVP RESV message including a  object. The  object should specifythat it is requesting the Null Service … 4.4  Object Format … ,http://www.rfc-editor.org/info/rfc2997,"Y Bernet, A Smith, B Davie - 2000 - rfc-editor.org",Specification of the null service type,2000
31,… presently supported. The procedure for requesting a new aggregate reservationor modifying an existing one consists on sending an aggregate Resv message withthe requested  towards the aggregator. Notice that … ,https://link.springer.com/chapter/10.1007/978-3-540-25969-5_15,", , … - … Conference on High …, 2004 - Springer",Performance evaluation of the RSVP reservation aggregation model,2004
32,… receiver. The sender first adds a reservation description or  in a PATHmessage. The PATH messages are periodically sent toward the receiver. Each routeralong the path records the  from the sender. Upon … ,https://ieeexplore.ieee.org/abstract/document/1682926/,", , Y Liu, Y Li… - 2006 IEEE 63rd Vehicular …, 2006 - ieeexplore.ieee.org",RSVP context extraction in IP mobility environments,2006
33,… of text related to the Optical channel Data Unit (ODU) described in [RFC4328] to provideextensions to Resource ReserVation Protocol - Traffic Engineering (RSVP-TE) to support controlfor [G.709-v3] in the OTN-TDM SENDER_TSPEC and OTN- TDM  objects … ,http://www.rfc-editor.org/info/rfc7963,"Z Ali, A Bonfanti, M Hartley, F Zhang - 2016 - rfc-editor.org",RSVP-TE Extension for Additional Signal Types in G. 709 Optical Transport Networks (OTNs),2016
34,"… 56 Page 2. carry a description of the flow (the ) and the specification of the requiredQoS in terms of the re- served transmission rate … Let us therefore consider one flow f with pa- rameters (rj, bj,pj, Mj,mj) and reserved rate Rj … ",https://ieeexplore.ieee.org/abstract/document/880724/,"J Ehrensberger - … Multiservice Networks. ECUMN'2000 (Cat. No …, 2000 - ieeexplore.ieee.org",Resource demand of aggregated resource reservations,2000
35,… RSVP messages consist of the  and the filterspec. The  specifiesthe desired QoS parameters and sets the parameters to node's packet scheduler …Admission control  & filterspec (desired QoS) Yes No … ,https://ieeexplore.ieee.org/abstract/document/666818/,"S Hong, D Min, S Han - Proceedings First International …, 1998 - ieeexplore.ieee.org",Real-Time Inter-ORB protocol on distributed environment,1998
36,"… An elementary RSVP reservation request consists of a ""' together with a ""filterspec"" ; this pair is called a ""flow descriptor"" . The  specifies a desired QoS.The filter spec, together with a session specification, defines … ",https://www.spiedigitallibrary.org/conference-proceedings-of-spie/3842/0000/Current-status-on-quality-of-service-in-IP/10.1117/12.368318.short,"AL Chiu - Internet II: Quality of Service and Future Directions, 1999 - spiedigitallibrary.org",Current status on quality of service in IP,1999
37,"… During session set-up, flowspecs convey QoS informa- tion at the session andtransport level. A transport  carries media-independent parameters (egST-I1  in [2]) along the selected network path. A session … ",https://ieeexplore.ieee.org/abstract/document/609619/,", G Dermler… - Proceedings of IEEE …, 1997 - ieeexplore.ieee.org",QoS negotiation and resource reservation for distributed multimedia applications,1997
38,"… The combination of TSpec and RSpec is called flow specification (). Thecombination of  and FilterSpec is referred to as flow descriptor … Process eachflow descriptor separately, ie, each pair of FilterSpec and  … ",https://link.springer.com/chapter/10.1007/3-540-45551-5_28,"M Karsten - International Conference on Research in Networking, 2000 - Springer",Design and Implementation of RSVP based on Object-Relationships,2000
39,… The  object in the Resv message indicates the actual resource reservation … Thisdocument defines new Class Types (C-Types) for the SENDER_TSPEC and  objectsto carry Spectrum-Switched Optical Network (SSON) traffic parameters … ,http://www.rfc-editor.org/info/rfc7792,"F Zhang, X Zhang, A Farrel, ,  - 2016 - rfc-editor.org",RSVP-TE signaling extensions in support of flexi-grid dense wavelength division multiplexing (DWDM) networks,2016
40,,,"RB ISI, LZ UCLA - Network Working Group www. ietf. org/RFC, 1997",,1997
41,,,"S Kihara, Y Onoe - Proceedings of the RT-Mach Workshop, 1996",,1996
42,,,"P Pessi - Nokia Research Centre, 1997",,1997
43,"… There are also some other terms associated to a flow: TSpec, RSpec and  …Combined, the two describe the flow specification (), used by the nodes at takingdecision on accepting requests and meeting the QoS requirements … ",https://ieeexplore.ieee.org/abstract/document/6511746/,", D Mancas, M Mocanu - 2013 11th RoEduNet …, 2013 - ieeexplore.ieee.org",Congestion avoidance in multimedia networks,2013
44,"… One of the features required to such a protocol is that of carrying the so-called  object,that is a list of parameters speci- fying the desired QoS needed by an application … Merged Updated ADSPEC  FILTERSPEC PATH PATH RESV RESV … ",https://www.usenix.org/legacy/event/tcl00/full_papers/canonico/canonico.pdf,", , ,  - 2000 - usenix.org",INTRODUCINGQOS AWA RENESS INTCLPROGRAMMING: QTCL,2000
45,"… 1) Reservation Model: A RESV message contains information about the reservation style, the object and the Filterspec that identify the sender(s). This pair is called a flow descriptor …This information is contained in the  and carried in the RESV messages … ",https://pdfs.semanticscholar.org/c694/dc8f7ea9d8a53db9656a7fca3a9a10137599.pdf,"GR Mallofre - … on Transport of Multimedia Streams in …, 2003 - pdfs.semanticscholar.org",Resource reservation protocol (rsvp),2003
46,"… The decision could be based on theflow spec- ification (), which is transported in theCONNECT message and describes the resource requirements of a stream … A straightforwardway of introducing au- thorization information is to include it in the  … ",https://link.springer.com/article/10.1007/BF01210445,"L Delgrossi, RG Herrtwich, FO Hoffmann, S Schaller - Multimedia Systems, 1994 - Springer",Receiver-initiated communication with ST-II,1994
47,… The RSVP  object carries reservation request information generated by receivinghosts. The information in the  flows upstream toward data sources. It may be usedor updated at intermediate network elements before arriving at the sending application … ,https://patents.google.com/patent/US5903735A/en,"J Kidder, R Adams - US Patent 5,903,735, 1999 - Google Patents",Method and apparatus for transmitting data having minimal bandwidth requirements,1999
48,… The flow descriptor is composed of two parts: the flow specification () and the filterspecification (filterspec). The  describes the traffic and the desired QoS. The filterspecspecifies the parameters to which the  needs to be applied … ,https://link.springer.com/chapter/10.1007/978-94-007-2598-0_11,"M Kang, K Lee - IT Convergence and Services, 2011 - Springer",An enhanced resource control scheme for adaptive QoS over wireless networks for mobile multimedia services,2011
49,"… Specially, the most two important objects  (describes desired QoS of dataflow)and FILTER_SPEC (defines subset of session data packets that should receive desiredQoS) in our scheme has identical formats with those in RSVP … ",https://link.springer.com/chapter/10.1007/11534310_97,", J Zhou, J Shi - International Conference on Networking and Mobile …, 2005 - Springer",A sender-oriented back-track enabled resource reservation scheme,2005
50,"… If both the admission and policy control checks succeed, the RSVP daemon 101 defines a setof filterspec parameters provided to a packet classifier 104 and a set of  parametersprovided to the packet scheduler 106 to configure and obtain the desired QoS in the … ",https://patents.google.com/patent/US6876668B1/en,"H Chawla, JG Waclawsky - US Patent 6,876,668, 2005 - Google Patents",Apparatus and methods for dynamic bandwidth allocation,2005
51,… The way TPWA can effectively prevent from the occurrence of KRP is to dynamically setupbounded  using greedy policy during the first pass … Reserved bandwidth. A bandwidthsuccessfully reserved by the link layer via  information … ,https://www.sciencedirect.com/science/article/pii/S014036640300118X,"TL Sheu, GY Pao - Computer Communications, 2003 - Elsevier",A bandwidth allocation model for a two-pass RSVP setup mechanism,2003
52,"… An RSVP RESV message consists of a “” together with a “filter spec”. The specifies a desired QoS. The filter spec, together with a session specification,defines the flow to receive the QoS defined by the  … ",https://ieeexplore.ieee.org/abstract/document/4656744/,", RJ Mort - 2008 IEEE International Workshop on …, 2008 - ieeexplore.ieee.org",The ETSI BSM architecture for quality of service,2008
53,,,"Z Huizhou, C Binbin, Y Wei",,
54,"We present , a declarative specification language for the domain of dataflow analysis. has declarative support for the specification of control flow graphs of programming languages, and dataflow analyses on these control flow graphs. We define the …",https://dl.acm.org/citation.cfm?id=3136029,",  - Proceedings of the 10th ACM SIGPLAN International …, 2017 - dl.acm.org",: declarative dataflow analysis specification,2017
55,… 3) —generated by the receiver and carries the reservation request. It containsRECEIVER_TSPEC and RSPEC … The above parameters are stored in the  of theRESV message and sent to the sender along the same path used by the PATH message … ,https://patents.google.com/patent/US6728365B1/en,"XD Li, CC Wang, K Chang - US Patent 6,728,365, 2004 - Google Patents",Method and system for providing quality-of-service on packet-based wireless connections,2004
56,… with one illustrative embodiment; FIG. 2 is a conceptual depiction of a PE with aninput port described by a  and an output port described by a StreamDescin accordance with the present invention; FIG. 3 shows an … ,https://patents.google.com/patent/US8112541B2/en,", , Y Park… - US Patent …, 2012 - Google Patents",Method and system for dynamic application composition in streaming systems,2012
57,,,"P Mohapatra, W Henderickx - 2012",,2012
58,… 2 is a conceptual depiction of a PE with an input port described by a  and an outputport described by a StreamDesc in accordance with the present invention; [0025]. FIG … Thegrammar for the  expression is illustratively shown as follows … ,https://patents.google.com/patent/US20070261041A1/en,", , Y Park… - US Patent App. 11 …, 2007 - Google Patents",Method and system for dynamic application composition in streaming systems,2007
59,"… To setup a reservation between source ث and destination , ث first adds a reservationdescription or  in a PATH message. The PATH messages are periodically senttoward . Each router along the way records the  from ث … ‎",http://www.ee.oulu.fi/~skidi/teaching/internet_multimedia_2002/lightweight.pdf,PPH Schulzrinneb - ee.oulu.fi,"aJuniper Networks, 1194 N. Mathilda Avenue, Sunnyvale, CA 94089, USA",
60,,,,,
61,,,"R Raszuk, D Ma - 2016",,2016
62,"… The way TPWA can prevent from the occurrence of KRP is to dynamically set up bounded using greedy policy [12] during the first pass. That is, the bandwidth request messages issuedby a receiver must include the upper and the lower bound of bandwidth requests … ",https://ieeexplore.ieee.org/abstract/document/853593/,"TL Sheu, GY Pao - 2000 IEEE International Conference on …, 2000 - ieeexplore.ieee.org",Design of a two-pass RSVP setup mechanism for integrated services,2000
63,… Applying BGP  rules on a specific interface set draft-litkowski-idr--interfaceset-00 Abstract … The primary application of this extension is DDoS mitigation where the rules are applied in most cases to all peering routers of the network … ,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.477.5495&rep=rep1&type=pdf,"K Patel, J Haas - 2014 - Citeseer","Routing Area Working Group S. Litkowski Internet-Draft Orange Intended status: Standards Track A. Simpson Expires: January 1, 2015 Alcatel Lucent",2014
64,,,"R Raszuk, D Ma - 2016",,2016
65,"Idr Working Group Q. Liang Internet-Draft S. Hares Intended status: Standards Track J. You Expires:December 3, 2016 Huawei R. Raszuk Nozomi D. Ma Cisco Systems June 1, 2016 Carrying LabelInformation for BGP  draft-ietf-idr-bgp--label-00 Abstract … ",ftp://ftp.isi.edu/internet-drafts/draft-ietf-idr-bgp-flowspec-label-00.pdf,"R Raszuk, D Ma - 2016 - isi.edu","Idr Working Group Q. Liang Internet-Draft S. Hares Intended status: Standards Track J. You Expires: December 3, 2016 Huawei",2016
66,… The one-pass reservation model in the YESSIR proposal works as the following: SenderË ini- tiates a reservation by sending a  to all receivers . The message that carriesthe  propagates through the network toward the receivers … ,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.147.173&rep=rep1&type=pdf, - 2000 - Citeseer,"subject: Lightweight Resource Reservation Signaling: Design, Performance and Implementation Work Project No. MA30034004 File Case 20564",2000
67,,,J Meuric - 2007,,2007
68,,,"RRSV Protocol - Resource, 1997",,1997
69,,,"S Kihara, ",,
70,,,RRSV Protocol - 1996,,1996
71,"… Figure 1 • The QoS console is a JAVA applet for controlling the settings of a  on the clientside. This module provides the graphical interface for the user to specify the  (serviceclass, Tspec and Rspec). The  parameter will be transmitted to the proxy … ",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.81.385&rep=rep1&type=pdf,", B Kálmán, , Z Mihály, Z Molnár… - Eunice '99 …, 1999 - Citeseer",WWW Applications for an Internet Integrated Service Architecture,1999
72,[Docs] [txt|pdf] [Tracker] [Email] [Diff1] [Diff2] [Nits] Versions: 00 01 draft-ietf-idr-bgp--oidNetwork … [Page 1] Internet Draft Revised  Validation Procedure May 2012 The list ofInternet-Draft Shadow Directories can be accessed at http://www.ietf.org/shadow.html … ,https://tools.ietf.org/html/djsmith-bgp-flowspec-oid-01.txt,"D Smith, J Uttaro, C Filsfils, P Mohapatra - 2012 - tools.ietf.org",Revised Validation Procedure for BGP Flow Specifications,2012
73,,,"D Fedyk, J Meuric, FT Orange - 2010",,2010
74,,,", D Fedyk, J Meuric, FT Orange - 2010",,2010
75,Docs] [txt|pdf] [Tracker] [Email] [Diff1] [Diff2] [Nits] Versions: 00 01 02 draft-ietf-idr--redirect-ip … Internet-Draft draft-simpson-idr--redirect-01 July 2012 1. Introduction Flow-spec isan extension to BGP that allows for the dissemination of traffic flow specification rules … ,https://tools.ietf.org/html/simpson-idr-flowspec-redirect-01.txt,"A Simpson, D Smith, J Uttaro, W Henderickx, M Texier - 2012 - tools.ietf.org",BGP Flow-Spec Extended Community for Traffic Redirect to IP Next Hop,2012
76,Docs] [txt|pdf] [Tracker] [Email] [Diff1] [Diff2] [Nits] Versions: 00 01 02 draft-ietf-idr--redirect-ip … Internet-Draft draft-simpson-idr--redirect-01 July 2012 1. Introduction Flow-spec isan extension to BGP that allows for the dissemination of traffic flow specification rules … ,https://tools.ietf.org/html/simpson-idr-flowspec-redirect-01,"P Mohapatra, A Simpson, J Uttaro, … - 2012 - tools.ietf.org",BGP Flow-Spec Extended Community for Traffic Redirect to IP Next Hop,2012
77,,,"S SECTOR, OF ITU",,
78,,,"D Fedyk, J Meuric, FT Orange - 2011",,2011
79,"… to the 2 classes, network elements shall get information regarding flows QoS requirements, whichare grouped in flow descriptor, which contains 2 attributes: filterspec, needed for flow'sidentification (eg according to source and destination address) and , in charge with … ",ftp://ftp.repec.org/opt/ReDIF/RePEc/rau/jisomg/WI11-2/JISOM-WI11-2-A12.pdf,"C Mitroi - Journal of Information Systems & Operations …, 2011 - repec.org",Quality Of Service Architectures Applicability In An Intranet Network,2011
80,… Contains ∎ FilterSpec object ∎ Used to set parameters in the packet-classifier process. ∎ object ∎ Used to set parameters in a node's packet-scheduling process ∎ Periodicallyresend (eg all 30 sec) … A B S A's : • r = 1024 KB/s • b = 4 MB • p = 3072 KB/s … ,https://www.researchgate.net/profile/Ulrich_Fiedler2/publication/229047269_Quality-of-Service_IP_QoS_architectures/links/02e7e52134f6b4eb35000000.pdf, - researchgate.net,Quality-of-Service IP QoS architectures,
81,[Docs] [txt|pdf] [Tracker] [WG] [Email] [Diff1] [Diff2] [Nits] Versions: (draft-djsmith-bgp--oid) 00 01 02 … [Page 1] Internet Draft Revised  Validation Procedure June 2012 The listof Internet-Draft Shadow Directories can be accessed at http://www.ietf.org/shadow.html … ,https://tools.ietf.org/html/ietf-idr-bgp-flowspec-oid-00,"P Mohapatra, , J Uttaro, C Filsfils, J Alcaide - 2018 - tools.ietf.org",Revised Validation Procedure for BGP Flow Specifications,2018
82,,,J Meuric - 2007,,2007
83,,,J Meuric - 2008,,2008
84,[Docs] [txt|pdf] [Tracker] [WG] [Email] [Diff1] [Diff2] [Nits] Versions: (draft-simpson-idr--redirect) 00 … Internet-Draft draft-ietf-idr--redirect-ip-00 Jul 2013 1. Introduction Flow-specis an extension to BGP that allows for the dissemination of traffic flow specification rules … ,https://tools.ietf.org/html/ietf-idr-flowspec-redirect-ip-00,"A Simpson, J Uttaro, S Ray, W Henderickx, J Haas… - 2015 - tools.ietf.org",BGP Flow-Spec Redirect to IP Action,2015
85,"… FoD service development, started by GRNET during GÉANT3plus, entered production in version1.1.1 during GN4-1. FoD is a BGP--based [rfc5575] (D)DoS mitigation solution, whoseusers are National Research and Education Network (NREN) Network Operation … ",https://www.geant.org/Projects/GEANT_Project_GN4/deliverables/D8.2_Firewall-on-Demand-Progress-Report.pdf,"D Schmitz, J Sobieski, I Golub - geant.org",Deliverable D8. 2 Firewall-on-Demand Progress Report,
86,… receiver (egress). The original model of communication defined in [RFC2205] andmaintained in [RFC3209] used the SENDER_TSPEC and ADSPEC objects in Pathmessages and the  object in Resv messages. The … ,https://shiraz.levkowetz.com/pdf/draft-ietf-ccamp-asymm-bw-bidir-lsps-00.pdf,J Meuric - 2008 - shiraz.levkowetz.com,"Internet Draft Lou Berger (LabN) Category: Experimental Attila Takacs (Ericsson) Expiration Date: September 12, 2008 Diego Caviglia (Ericsson) Don Fedyk (Nortel)",2008
87,… receiver (egress). The original model of communication defined in [RFC2205] andmaintained in [RFC3209] used the SENDER_TSPEC and ADSPEC objects in Pathmessages and the  object in Resv messages. The … ,https://shiraz.levkowetz.com/pdf/draft-ietf-ccamp-asymm-bw-bidir-lsps-01.pdf,J Meuric - 2008 - shiraz.levkowetz.com,"Internet Draft Lou Berger (LabN) Category: Experimental Attila Takacs (Ericsson) Expiration Date: October 29, 2008 Diego Caviglia (Ericsson) Don Fedyk (Nortel)",2008
88,"… uRPF). Other technologies, such as Remotely Triggered Black Hole (RTBH) filtering,Flow Specification (), and Response Rate Limiting (RRL), are alsorecommended as part of the overall security mechanisms. The … ",https://csrc.nist.gov/publications/detail/sp/800-189/draft,",  - 2018 - csrc.nist.gov",Secure Interdomain Traffic Exchange: BGP Robustness and DDoS Mitigation,2018
89,"… receiver (egress). The original model of communication, defined in [RFC2205] andmaintained in [RFC3209], used the SENDER_TSPEC and ADSPEC objects in Pathmessages and the  object in Resv messages. The … ",https://www.rfc-editor.org/in-notes/rfc5467.txt,", D Fedyk, J Meuric, F Telecom - 2009 - rfc-editor.org",Network Working Group L. Berger Request for Comments: 5467 LabN Category: Experimental A. Takacs Ericsson,2009
90,"… egress). The original model of communication, defined in [RFC2205] and maintainedin [RFC3209], used the SENDER_TSPEC and ADSPEC objects in Path messages andthe  object in Resv messages. The SENDER_TSPEC … ",https://buildbot.tools.ietf.org/html/rfc5467,"D Fedyk, L Berger, , J Meuric,  - 2009 - buildbot.tools.ietf.org",GMPLS Asymmetric Bandwidth Bidirectional Label Switched Paths (LSPs),2009
